# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 298
#
# Samples: 26K of event 'cycles'
# Event count (approx.): 27671079937
#
# Overhead  Command          Shared Object                Symbol                                                   
# ........  ...............  ...........................  .........................................................
#
     0.00%  rcu_sched        [kernel.kallsyms]            [k] sched_clock_cpu
     0.00%  swapper          [kernel.kallsyms]            [k] ttwu_do_wakeup
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] do_dentry_open
     0.00%  Timer            libxul.so                    [.] 0x000000000096091e
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] lockref_get_not_dead
     0.00%  Xorg             modesetting_drv.so           [.] 0x0000000000013cc4
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] __inode_security_revalidate
     0.00%  swapper          [kernel.kallsyms]            [k] add_interrupt_randomness
     0.00%  iperf3           [kernel.kallsyms]            [k] available_idle_cpu
     0.00%  panel-10-diskpe  [kernel.kallsyms]            [k] proc_misc_d_revalidate
     0.00%  Xorg             [kernel.kallsyms]            [k] check_stack_object
     0.00%  perf             [kernel.kallsyms]            [k] find_vma
     0.00%  Web Content      libxul.so                    [.] 0x0000000002cbcff3
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c5661
     0.00%  tmux: server     libevent-2.1.so.6.0.2        [.] evbuffer_pullup
     0.00%  xfwm4            libc-2.29.so                 [.] __libc_calloc
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] dequeue_entity
     0.00%  firefox          libm-2.29.so                 [.] __round
     0.00%  P2P_DISCOVER     dropbox                      [.] _PyEval_EvalFrameDefault
     0.00%  swapper          [kernel.kallsyms]            [k] trigger_load_balance
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] _raw_spin_lock
     0.00%  ksoftirqd/0      [kernel.kallsyms]            [k] smpboot_thread_fn
     0.00%  Xorg             i965_dri.so                  [.] 0x00000000000c5791
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] _raw_spin_lock_irq
     0.00%  gmain            libglib-2.0.so.0.6000.6      [.] g_mutex_unlock
     0.00%  Timer            [kernel.kallsyms]            [k] pipe_write
     0.00%  Xorg             libdrm.so.2.4.0              [.] drmHandleEvent
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6      [.] g_private_get
     0.00%  swapper          [kernel.kallsyms]            [k] __intel_pmu_enable_all.constprop.0
     0.00%  swapper          [kernel.kallsyms]            [k] __radix_tree_lookup
     0.00%  swapper          [kernel.kallsyms]            [k] wf_chspec_ctlchan
     0.00%  rcu_sched        [kernel.kallsyms]            [k] _raw_spin_lock_irqsave
     0.00%  rcu_sched        [kernel.kallsyms]            [k] _raw_spin_unlock_irqrestore
     0.00%  Timer            firefox                      [.] mozilla::detail::MutexImpl::unlock
     0.00%  Timer            libxul.so                    [.] 0x000000000096e40f
     0.00%  rcu_sched        [kernel.kallsyms]            [k] rcu_segcblist_advance
     0.00%  rcu_sched        [kernel.kallsyms]            [k] calc_wheel_index
     0.00%  rcu_sched        [kernel.kallsyms]            [k] __switch_to_asm
     0.00%  Timer            [kernel.kallsyms]            [k] __wake_up_common
     0.00%  gdbus            libglib-2.0.so.0.6000.6      [.] g_datalist_get_flags
     0.00%  swapper          [kernel.kallsyms]            [k] tick_nohz_idle_stop_tick
     0.00%  rcu_sched        [kernel.kallsyms]            [k] check_preempt_curr
     0.00%  swapper          [kernel.kallsyms]            [k] lapic_next_deadline
     0.00%  panel-12-netloa  [kernel.kallsyms]            [k] __check_object_size
     0.00%  xscreensaver     [kernel.kallsyms]            [k] sock_alloc_send_pskb
     0.00%  Web Content      [kernel.kallsyms]            [k] selinux_file_permission
     0.00%  JS Watchdog      [kernel.kallsyms]            [k] deactivate_task
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0        [.] 0x0000000000042139
     0.00%  Timer            firefox                      [.] free
     0.00%  irqbalance       [kernel.kallsyms]            [k] security_inode_permission
     0.00%  perf             [kernel.kallsyms]            [k] __fpu__restore_sig
     0.00%  swapper          [kernel.kallsyms]            [k] apic_timer_interrupt
     0.00%  rcu_sched        [kernel.kallsyms]            [k] record_times
     0.00%  Timer            [kernel.kallsyms]            [k] futex_wake
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6         [.] gdk_visual_get_screen
     0.00%  panel-13-pulsea  libpulseaudio-plugin.so      [.] 0x0000000000007ac3
     0.00%  kworker/3:2-eve  [kernel.kallsyms]            [k] update_blocked_averages
     0.00%  swapper          [kernel.kallsyms]            [k] task_tick_idle
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] __hrtimer_init
     0.00%  Enpass           [kernel.kallsyms]            [k] update_curr
     0.00%  swapper          [kernel.kallsyms]            [k] update_cfs_group
     0.00%  panel-13-pulsea  libgobject-2.0.so.0.6000.6   [.] 0x000000000000dd24
     0.00%  swapper          [kernel.kallsyms]            [k] wlc_dpc
     0.00%  Xorg             [kernel.kallsyms]            [k] page_counter_cancel
     0.00%  swapper          [kernel.kallsyms]            [k] handle_irq_event_percpu
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] kthread_data
     0.00%  Xorg             [kernel.kallsyms]            [k] ep_item_poll.isra.0
     0.00%  kworker/3:2-eve  [kernel.kallsyms]            [k] enqueue_timer
     0.00%  swapper          [kernel.kallsyms]            [k] hrtimer_start_range_ns
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6      [.] 0x000000000004ccd0
     0.00%  sleep            [kernel.kallsyms]            [k] _raw_spin_lock
     0.00%  WebExtensions    [kernel.kallsyms]            [k] fsnotify
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] inode_has_perm
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] process_one_work
     0.00%  rcu_sched        [kernel.kallsyms]            [k] enqueue_task_stop
     0.00%  rcu_sched        [kernel.kallsyms]            [k] update_nohz_stats
     0.00%  Web Content      libglib-2.0.so.0.6000.6      [.] g_ptr_array_remove_range
     0.00%  Timer            [kernel.kallsyms]            [k] hrtimer_cancel
     0.00%  sedispatch       [kernel.kallsyms]            [k] __seccomp_filter
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] ksoftirqd_running
     0.00%  Timer            libxul.so                    [.] 0x00000000008f3a2d
     0.00%  swapper          [kernel.kallsyms]            [k] drm_crtc_from_index
     0.00%  rcu_sched        [kernel.kallsyms]            [k] ttwu_do_activate
     0.00%  gmain            libglib-2.0.so.0.6000.6      [.] 0x0000000000050963
     0.00%  swapper          [kernel.kallsyms]            [k] drm_calc_vbltimestamp_from_scanoutpos
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] up_read
     0.00%  swapper          [kernel.kallsyms]            [k] hrtimer_force_reprogram
     0.00%  tmux: server     libevent-2.1.so.6.0.2        [.] 0x000000000000ffe3
     0.00%  rcu_sched        [kernel.kallsyms]            [k] check_cfs_rq_runtime
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] account_system_index_time
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] worker_enter_idle
     0.00%  Web Content      [kernel.kallsyms]            [k] avc_has_perm
     0.00%  rcu_sched        [kernel.kallsyms]            [k] rcu_segcblist_pend_cbs
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] i915_request_add
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6      [.] g_mutex_lock
     0.00%  panel-7-systeml  [kernel.kallsyms]            [k] selinux_inode_permission
     0.00%  rcu_sched        [kernel.kallsyms]            [k] sched_clock
     0.00%  JS Watchdog      [kernel.kallsyms]            [k] futex_wait_queue_me
     0.00%  rcu_sched        [kernel.kallsyms]            [k] _raw_spin_lock
     0.00%  tmux: server     [kernel.kallsyms]            [k] ldsem_up_read
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] update_sd_lb_stats
     0.00%  Xorg             [kernel.kallsyms]            [k] _cond_resched
     0.00%  perf             perf                         [.] 0x00000000002a235b
     0.00%  JS Watchdog      libnspr4.so                  [.] PR_WaitCondVar
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] entry_SYSCALL_64
     0.00%  swapper          [kernel.kallsyms]            [k] run_rebalance_domains
     0.00%  JS Watchdog      libnspr4.so                  [.] pthread_self@plt
     0.00%  firefox          [kernel.kallsyms]            [k] entry_SYSCALL_64
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_irq_exit
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] native_sched_clock
     0.00%  swapper          [kernel.kallsyms]            [k] native_read_msr
     0.00%  tmux: server     [kernel.kallsyms]            [k] tty_hung_up_p
     0.00%  JS Watchdog      [kernel.kallsyms]            [k] put_prev_entity
     0.00%  Enpass           Enpass                       [.] 0x00000000006b12f4
     0.00%  swapper          [kernel.kallsyms]            [k] raw_notifier_call_chain
     0.00%  swapper          [kernel.kallsyms]            [k] update_vsyscall
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] fput_many
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] switch_fpu_return
     0.00%  panel-12-netloa  libc-2.29.so                 [.] 0x00000000000223c4
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] tty_poll
     0.00%  Enpass           [kernel.kallsyms]            [k] do_sys_poll
     0.00%  rcu_sched        [kernel.kallsyms]            [k] find_next_and_bit
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] queued_spin_lock_slowpath
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] __switch_to
     0.00%  Timer            libxul.so                    [.] 0x0000000000977ed7
     0.00%  JS Watchdog      [vdso]                       [.] 0x0000000000000622
     0.00%  xfwm4            libxcb.so.1.1.0              [.] xcb_poll_for_event
     0.00%  InotifyEventThr  libxul.so                    [.] select@plt
     0.00%  rcu_sched        [kernel.kallsyms]            [k] rcu_implicit_dynticks_qs
     0.00%  perf             [kernel.kallsyms]            [k] read_tsc
     0.00%  P2P_DISCOVER     dropbox                      [.] __errno_location@plt
     0.00%  Timer            libpthread-2.29.so           [.] __condvar_dec_grefs
     0.00%  JS Watchdog      [kernel.kallsyms]            [k] futex_wake
     0.00%  swapper          [kernel.kallsyms]            [k] enqueue_entity
     0.00%  kworker/2:3-eve  [kernel.kallsyms]            [k] update_sd_lb_stats
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] do_syscall_64
     0.00%  kworker/1:2-eve  [kernel.kallsyms]            [k] rps_set_power
     0.00%  swapper          [kernel.kallsyms]            [k] available_idle_cpu
     0.00%  kworker/2:3-eve  [kernel.kallsyms]            [k] _raw_spin_lock
     0.00%  swapper          [kernel.kallsyms]            [k] tick_sched_handle
     0.00%  swapper          [kernel.kallsyms]            [k] pvclock_gtod_notify
     0.00%  swapper          [kernel.kallsyms]            [k] cpu_load_update_nohz_start
     0.00%  Xorg             modesetting_drv.so           [.] 0x0000000000014617
     0.00%  xscreensaver     [kernel.kallsyms]            [k] syscall_return_via_sysret
     0.00%  swapper          [kernel.kallsyms]            [k] enqueue_hrtimer
     0.00%  Enpass           Enpass                       [.] 0x000000000034c911
     0.00%  rcu_sched        [kernel.kallsyms]            [k] pick_next_task_idle
     0.00%  swapper          [kernel.kallsyms]            [k] update_rt_rq_load_avg
     0.00%  ksoftirqd/2      [kernel.kallsyms]            [k] kthread_should_stop
     0.00%  Xorg             Xorg                         [.] 0x00000000001bc3bb
     0.00%  InotifyEventThr  libxul.so                    [.] 0x0000000003a7378e
     0.00%  ksoftirqd/0      [kernel.kallsyms]            [k] update_blocked_averages
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] __update_load_avg_se
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] __fget
     0.00%  rcu_sched        [kernel.kallsyms]            [k] put_prev_task_fair
     0.00%  rcu_sched        [kernel.kallsyms]            [k] __list_del_entry_valid
     0.00%  swapper          [kernel.kallsyms]            [k] do_IRQ
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0        [.] cairo_matrix_multiply
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0        [.] 0x0000000000082f43
     0.00%  swapper          [kernel.kallsyms]            [k] __queue_work
     0.00%  tmux: server     [kernel.kallsyms]            [k] sock_poll
     0.00%  swapper          [kernel.kallsyms]            [k] calc_load_nohz_stop
     0.00%  panel-13-pulsea  [kernel.kallsyms]            [k] __fget
     0.00%  ksoftirqd/0      [kernel.kallsyms]            [k] __sched_text_start
     0.00%  Timer            [kernel.kallsyms]            [k] do_syscall_64
     0.00%  perf             [kernel.kallsyms]            [k] __dequeue_signal
     0.00%  kworker/u16:0-e  [kernel.kallsyms]            [k] up_read
     0.00%  rcu_sched        [kernel.kallsyms]            [k] __internal_add_timer
     0.00%  rcu_sched        [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.00%  rcu_sched        [kernel.kallsyms]            [k] deactivate_task
     0.00%  rcu_sched        [kernel.kallsyms]            [k] lock_timer_base
     0.00%  xfce4-terminal   [kernel.kallsyms]            [k] tty_ldisc_ref_wait
     0.00%  ksoftirqd/3      [kernel.kallsyms]            [k] update_irq_load_avg
     0.00%  ksoftirqd/0      [kernel.kallsyms]            [k] ksoftirqd_should_run
     0.00%  Xorg             Xorg                         [.] NoopDDA
     0.00%  Web Content      [kernel.kallsyms]            [k] switch_fpu_return
     0.00%  WebExtensions    [kernel.kallsyms]            [k] syscall_return_via_sysret
     0.00%  gmain            [kernel.kallsyms]            [k] __fget_light
     0.00%  swapper          [kernel.kallsyms]            [k] release_crtc_commit
     0.00%  rcu_sched        [kernel.kallsyms]            [k] cpumask_next
     0.00%  Enpass           libc-2.29.so                 [.] __poll
     0.00%  rcu_sched        [kernel.kallsyms]            [k] get_nohz_timer_target
     0.00%  kworker/0:0-eve  [kernel.kallsyms]            [k] put_pwq
     0.00%  kworker/3:2-eve  [kernel.kallsyms]            [k] wq_worker_running
     0.00%  swapper          [kernel.kallsyms]            [k] rcu_segcblist_extract_done_cbs
     0.00%  rcu_sched        [kernel.kallsyms]            [k] update_min_vruntime
     0.00%  InotifyEventThr  [kernel.kallsyms]            [k] syscall_return_via_sysret
     0.00%  rcu_sched        [kernel.kallsyms]            [k] update_rq_clock
     0.00%  swapper          [kernel.kallsyms]            [k] idle_cpu
     0.00%  swapper          [kernel.kallsyms]            [k] tick_nohz_irq_exit
     0.00%  swapper          [kernel.kallsyms]            [k] account_entity_enqueue
     0.00%  swapper          [kernel.kallsyms]            [k] core_get_val
     0.00%  perf             [kernel.kallsyms]            [k] nmi_cpu_backtrace_handler
