# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 179
#
# Samples: 33K of event 'cycles'
# Event count (approx.): 25325405346
#
# Overhead  Command          Shared Object                           Symbol                                                      
# ........  ...............  ......................................  ............................................................
#
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e124b
     0.00%  Xorg             [kernel.kallsyms]                       [k] unlock_page
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000000acf70
     0.00%  Web Content      [kernel.kallsyms]                       [k] place_entity
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] 0x0000000000078e92
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] pick_next_task_fair
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000f0a33
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6              [.] 0x00000000000247f4
     0.00%  Xorg             [kernel.kallsyms]                       [k] __mem_cgroup_threshold
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000ccbf6
     0.00%  in:imjournal     libc-2.29.so                            [.] _int_free
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x0000000000026c93
     0.00%  Gecko_IOThread   [kernel.kallsyms]                       [k] apic_timer_interrupt
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000032a0c
     0.00%  xfwm4            [kernel.kallsyms]                       [k] i915_request_alloc
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] 0x000000000001f4cd
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] sock_write_iter
     0.00%  Xorg             [kernel.kallsyms]                       [k] cpu_load_update_active
     0.00%  swapper          [kernel.kallsyms]                       [k] dst_destroy_rcu
     0.00%  swapper          [kernel.kallsyms]                       [k] cpuidle_get_cpu_driver
     0.00%  panel-13-pulsea  [kernel.kallsyms]                       [k] do_futex
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000e8941
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000031edf
     0.00%  Xorg             libc-2.29.so                            [.] 0x0000000000022574
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000035d343
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6              [.] g_object_ref
     0.00%  Xorg             [kernel.kallsyms]                       [k] radix_tree_lookup
     0.00%  swapper          [kernel.kallsyms]                       [k] apic_chip_data.part.0
     0.00%  xfwm4            [kernel.kallsyms]                       [k] avc_has_extended_perms
     0.00%  Xorg             [kernel.kallsyms]                       [k] __init_waitqueue_head
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] entry_SYSCALL_64
     0.00%  Timer            [kernel.kallsyms]                       [k] __seccomp_filter
     0.00%  Xorg             nouveau_dri.so                          [.] 0x000000000009b804
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] sock_poll
     0.00%  Xorg             libglamoregl.so                         [.] glamor_block_handler
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x00000000000593c0
     0.00%  Xorg             [kernel.kallsyms]                       [k] idr_replace
     0.00%  Xorg             libEGL_mesa.so.0.0.0                    [.] 0x0000000000016090
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                    [.] 0x0000000000196048
     0.00%  Xorg             [kernel.kallsyms]                       [k] sock_poll
     0.00%  xfwm4            libxshmfence.so.1.0.0                   [.] xshmfence_reset
     0.00%  xfwm4            libxcb.so.1.1.0                         [.] xcb_flush
     0.00%  nm-applet        [kernel.kallsyms]                       [k] __fget_light
     0.00%  panel-7-systeml  libcairo.so.2.11600.0                   [.] 0x0000000000063a0c
     0.00%  panel-10-diskpe  libgobject-2.0.so.0.6000.6              [.] g_type_is_a
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000d1be9
     0.00%  Chrome_~dThread  firefox                                 [.] 0x00000000000096bf
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6                    [.] 0x000000000002f433
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                   [.] 0x0000000000045fa2
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] wq_worker_running
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                       [k] pick_next_entity
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000d18d3
     0.00%  NetworkManager   [kernel.kallsyms]                       [k] update_curr
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000001cb4d8
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] psi_task_change
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6                 [.] g_variant_type_info_query
     0.00%  panel-12-netloa  libpixman-1.so.0.38.0                   [.] 0x000000000005c36c
     0.00%  Xorg             libglapi.so.0.0.0                       [.] 0x0000000000010540
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x00000000003a6b43
     0.00%  dbus-broker      libselinux.so.1                         [.] 0x000000000000ae70
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000021dd80
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000016ae62
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] __fdget_pos
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001c27d0
     0.00%  xfwm4            [kernel.kallsyms]                       [k] _copy_from_user
     0.00%  xfce4-terminal   libc-2.29.so                            [.] __GI___writev
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000599fba
     0.00%  panel-12-netloa  libgdk-3.so.0.2404.6                    [.] gdk_window_get_screen
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000f1d3b
     0.00%  Web Content      libxul.so                               [.] 0x0000000000948e0f
     0.00%  iperf3           [kernel.kallsyms]                       [k] intel_pmu_disable_all
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] 0x000000000001be04
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000025e6a0
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000002053b2
     0.00%  swapper          [kernel.kallsyms]                       [k] __bitmap_and
     0.00%  panel-12-netloa  libcairo.so.2.11600.0                   [.] 0x0000000000016e21
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] worker_enter_idle
     0.00%  xfwm4            [kernel.kallsyms]                       [k] __sched_text_start
     0.00%  in:imjournal     libsystemd.so.0.25.0                    [.] 0x000000000001ff24
     0.00%  Chrome_~dThread  libxul.so                               [.] 0x0000000000dfcc40
     0.00%  Web Content      libxul.so                               [.] 0x0000000003fddb94
     0.00%  xfwm4            libpthread-2.29.so                      [.] __pthread_rwlock_rdlock
     0.00%  swapper          [kernel.kallsyms]                       [k] lapic_next_deadline
     0.00%  Xorg             [kernel.kallsyms]                       [k] __fdget_pos
     0.00%  Xorg             Xorg                                    [.] 0x00000000001bc352
     0.00%  kworker/u16:2-i  [kernel.kallsyms]                       [k] release_pages
     0.00%  swapper          [kernel.kallsyms]                       [k] sched_clock_tick
     0.00%  panel-12-netloa  libc-2.29.so                            [.] 0x00000000000223a3
     0.00%  Xorg             [kernel.kallsyms]                       [k] psi_task_change
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000036917a
     0.00%  Xorg             [kernel.kallsyms]                       [k] ring_context_unpin
     0.00%  Web Content      libxul.so                               [.] 0x0000000000964993
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000023b6e4
     0.00%  panel-9-cpugrap  libgdk-x11-2.0.so.0.2400.32             [.] 0x00000000000670b7
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                    [.] 0x000000000012e098
     0.00%  Xorg             libglapi.so.0.0.0                       [.] _glapi_check_multithread
     0.00%  Xorg             Xorg                                    [.] NoopDDA
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] 0x0000000000077883
     0.00%  perf             [kernel.kallsyms]                       [k] copy_user_enhanced_fast_string
     0.00%  xfwm4            [kernel.kallsyms]                       [k] interrupt_entry
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] 0x000000000001f59b
     0.00%  xfwm4            [kernel.kallsyms]                       [k] i915_gem_madvise_ioctl
     0.00%  xfwm4            i965_dri.so                             [.] 0x0000000000204f93
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0                [.] 0x000000000001d256
     0.00%  Xorg             Xorg                                    [.] 0x00000000001bc3b6
     0.00%  xfwm4            [kernel.kallsyms]                       [k] entry_SYSCALL_64_after_hwframe
     0.00%  swapper          [kernel.kallsyms]                       [k] rcu_irq_exit
     0.00%  xfwm4            [kernel.kallsyms]                       [k] __switch_to
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                    [.] 0x0000000000091ba4
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059f8fa
     0.00%  perf             [kernel.kallsyms]                       [k] unmap_page_range
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000025e75b
     0.00%  Xorg             [kernel.kallsyms]                       [k] ksize
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                 [.] 0x0000000000004850
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] g_slice_free_chain_with_offset
     0.00%  xfwm4            [kernel.kallsyms]                       [k] __i915_vma_retire
     0.00%  iperf3           [vdso]                                  [.] 0x0000000000000685
     0.00%  panel-12-netloa  libX11.so.6.3.0                         [.] _XReply
     0.00%  WebExtensions    [kernel.kallsyms]                       [k] sock_has_perm
     0.00%  in:imjournal     [kernel.kallsyms]                       [k] __x64_sys_futex
     0.00%  xfwm4            libXext.so.6.4.0                        [.] XextFindDisplay
     0.00%  panel-12-netloa  libc-2.29.so                            [.] __vfprintf_internal
     0.00%  panel-12-netloa  libgtk-3.so.0.2404.6                    [.] 0x00000000002e7cf0
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000018b9b0
     0.00%  Web Content      libxul.so                               [.] 0x0000000001149030
     0.00%  Xorg             Xorg                                    [.] 0x000000000013c7bf
     0.00%  xfwm4            [kernel.kallsyms]                       [k] copyin
