# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 223
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 25727937029
#
# Overhead  Command          Shared Object                            Symbol                                                   
# ........  ...............  .......................................  .........................................................
#
     0.00%  xfwm4            [kernel.kallsyms]                        [k] kmem_cache_alloc_node
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] ksize
     0.00%  Xorg             libc-2.29.so                             [.] __GI___setitimer
     0.00%  tmux: server     libevent-2.1.so.6.0.2                    [.] 0x0000000000010873
     0.00%  Xorg             [kernel.kallsyms]                        [k] copy_user_generic_unrolled
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                     [.] gtk_widget_queue_draw_region
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] 0x0000000000182304
     0.00%  xfwm4            xfwm4                                    [.] 0x000000000001eee3
     0.00%  xfwm4            libc-2.29.so                             [.] __libc_disable_asynccancel
     0.00%  swapper          [kernel.kallsyms]                        [k] irqtime_account_process_tick.isra.0
     0.00%  gdbus            libgobject-2.0.so.0.6000.6               [.] g_param_spec_get_redirect_target
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] 0x000000000001f59c
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000005d7080
     0.00%  Web Content      libxul.so                                [.] 0x00000000040c845b
     0.00%  tmux: server     [kernel.kallsyms]                        [k] schedule_hrtimeout_range
     0.00%  swapper          [kernel.kallsyms]                        [k] enter_lazy_tlb
     0.00%  panel-9-cpugrap  libc-2.29.so                             [.] __libc_calloc
     0.00%  Xorg             Xorg                                     [.] 0x00000000001c2877
     0.00%  swapper          [kernel.kallsyms]                        [k] handle_irq_event
     0.00%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x00000000000700a7
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] 0x00000000001a0db4
     0.00%  panel-7-systeml  libpthread-2.29.so                       [.] pthread_cond_signal@@GLIBC_2.3.2
     0.00%  Timer            [kernel.kallsyms]                        [k] __x86_indirect_thunk_rax
     0.00%  Xorg             i965_dri.so                              [.] 0x00000000000e58be
     0.00%  tmux: server     tmux                                     [.] 0x000000000004d310
     0.00%  sleep            [kernel.kallsyms]                        [k] __vma_adjust
     0.00%  Web Content      libxul.so                                [.] 0x00000000008eed42
     0.00%  perf             [kernel.kallsyms]                        [k] node_page_state
     0.00%  perf             [kernel.kallsyms]                        [k] kmem_cache_free
     0.00%  swapper          [kernel.kallsyms]                        [k] smp_reschedule_interrupt
     0.00%  perf             [kernel.kallsyms]                        [k] jbd2__journal_start
     0.00%  panel-7-systeml  libgobject-2.0.so.0.6000.6               [.] g_type_check_instance_cast
     0.00%  Xorg             [kernel.kallsyms]                        [k] finish_task_switch
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000201fbd
     0.00%  Web Content      libxul.so                                [.] 0x00000000043ede54
     0.00%  Xorg             libglx.so                                [.] 0x0000000000027ca5
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                        [k] show_stat
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000020840
     0.00%  xfwm4            [kernel.kallsyms]                        [k] i915_request_alloc
     0.00%  xfwm4            [kernel.kallsyms]                        [k] _raw_spin_unlock_irqrestore
     0.00%  xfwm4            libX11.so.6.3.0                          [.] 0x000000000001f8d3
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] update_sd_lb_stats
     0.00%  swapper          [kernel.kallsyms]                        [k] rb_insert_color_cached
     0.00%  Xorg             libglamoregl.so                          [.] 0x000000000001c146
     0.00%  swapper          [kernel.kallsyms]                        [k] irq_work_run
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000207633
     0.00%  panel-10-diskpe  [kernel.kallsyms]                        [k] snprintf
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] gtk_widget_get_direction
     0.00%  panel-7-systeml  [kernel.kallsyms]                        [k] memcg_kmem_get_cache
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                    [.] cairo_scaled_font_destroy
     0.00%  xfwm4            [kernel.kallsyms]                        [k] native_write_msr
     0.00%  Xorg             nouveau_dri.so                           [.] 0x00000000005f8da5
     0.00%  tmux: server     libc-2.29.so                             [.] _IO_no_init
     0.00%  xfwm4            libX11.so.6.3.0                          [.] 0x000000000004678b
     0.00%  Xorg             [kernel.kallsyms]                        [k] security_file_permission
     0.00%  NetworkManager   libglib-2.0.so.0.6000.6                  [.] g_malloc0
     0.00%  Web Content      [kernel.kallsyms]                        [k] copy_page_from_iter
     0.00%  xfwm4            [kernel.kallsyms]                        [k] clockevents_program_event
     0.00%  kworker/1:2-eve  [kernel.kallsyms]                        [k] dequeue_entity
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000001cd744
     0.00%  xdp_load_and_st  [kernel.kallsyms]                        [k] do_filp_open
     0.00%  swapper          [kernel.kallsyms]                        [k] irq_exit
     0.00%  iperf3           libc-2.29.so                             [.] __memmove_sse2_unaligned_erms
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] dequeue_entity
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                     [.] gtk_widget_get_app_paintable
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000c11d0
     0.00%  WebExtensions    [kernel.kallsyms]                        [k] syscall_trace_enter
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] 0x000000000017d31d
     0.00%  Xorg             [kernel.kallsyms]                        [k] __task_pid_nr_ns
     0.00%  xfwm4            xfwm4                                    [.] 0x000000000001d0f7
     0.00%  panel-7-systeml  libdbus-1.so.3.19.11                     [.] _dbus_message_loader_queue_messages
     0.00%  xfwm4            [kernel.kallsyms]                        [k] fsnotify
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6               [.] 0x00000000000275d8
     0.00%  panel-10-diskpe  libgdk-3.so.0.2404.6                     [.] gdk_seat_get_pointer
     0.00%  Web Content      libxul.so                                [.] 0x00000000040c638f
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] lock_timer_base
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                     [.] 0x000000000001a4d3
     0.00%  Timer            [kernel.kallsyms]                        [k] __sb_end_write
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                  [.] 0x0000000000020afb
     0.00%  xfwm4            libXext.so.6.4.0                         [.] XSyncQueryFence
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000237104
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000005d67e5
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] prepare_to_swait_event
     0.00%  panel-10-diskpe  libgdk-3.so.0.2404.6                     [.] 0x000000000007e630
     0.00%  panel-7-systeml  libpixman-1.so.0.38.0                    [.] pixman_region32_rectangles
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] update_rq_clock
     0.00%  xfwm4            i965_dri.so                              [.] 0x00000000000e5e70
     0.00%  Xorg             libEGL_mesa.so.0.0.0                     [.] 0x000000000000ade3
     0.00%  panel-10-diskpe  libcairo.so.2.11600.0                    [.] 0x000000000002147a
     0.00%  panel-7-systeml  libgtk-3.so.0.2404.6                     [.] 0x00000000002c117b
     0.00%  P2P_DISCOVER     _ctypes.cpython-37m-x86_64-linux-gnu.so  [.] _PyObject_New@plt
     0.00%  xfwm4            [vdso]                                   [.] __vdso_clock_gettime
     0.00%  Timer            libxul.so                                [.] 0x00000000009609b3
     0.00%  panel-7-systeml  libpthread-2.29.so                       [.] __pthread_rwlock_rdlock
     0.00%  tmux: server     [kernel.kallsyms]                        [k] do_syscall_64
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                  [.] g_array_sort
     0.00%  tmux: server     [kernel.kallsyms]                        [k] __fget_light
     0.00%  xfwm4            [kernel.kallsyms]                        [k] rcu_sched_clock_irq
     0.00%  panel-12-netloa  [kernel.kallsyms]                        [k] __pollwait
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] _raw_spin_lock_irq
     0.00%  xfwm4            libglapi.so.0.0.0                        [.] 0x000000000000b840
     0.00%  Gecko_IOThread   [kernel.kallsyms]                        [k] __update_load_avg_se
     0.00%  Web Content      libxul.so                                [.] 0x000000000409f417
     0.00%  Timer            [kernel.kallsyms]                        [k] __mark_inode_dirty
     0.00%  xfce4-terminal   libc-2.29.so                             [.] _int_malloc
     0.00%  swapper          [kernel.kallsyms]                        [k] apic_timer_interrupt
     0.00%  swapper          [kernel.kallsyms]                        [k] ip6_create_rt_rcu
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]                        [k] drm_dbg
     0.00%  kworker/u16:3-e  [kernel.kallsyms]                        [k] psi_task_change
     0.00%  panel-7-systeml  libgdk-3.so.0.2404.6                     [.] 0x000000000002d504
     0.00%  tmux: server     [kernel.kallsyms]                        [k] __wake_up
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                     [.] gtk_widget_get_realized
     0.00%  panel-7-systeml  libsystemload.so                         [.] 0x0000000000006b37
     0.00%  gmain            libglib-2.0.so.0.6000.6                  [.] g_hash_table_lookup
     0.00%  swapper          [kernel.kallsyms]                        [k] sched_clock
     0.00%  gmain            [kernel.kallsyms]                        [k] deactivate_task
     0.00%  P2P_DISCOVER     dropbox                                  [.] _PyEval_EvalFrameDefault
     0.00%  xfce4-terminal   [kernel.kallsyms]                        [k] ___sys_recvmsg
     0.00%  in:imjournal     [kernel.kallsyms]                        [k] path_openat
     0.00%  panel-10-diskpe  libgdk-3.so.0.2404.6                     [.] gdk_window_get_type
     0.00%  perf             [kernel.kallsyms]                        [k] handle_mm_fault
     0.00%  Xorg             i965_dri.so                              [.] 0x000000000018a1d0
     0.00%  xfwm4            xfwm4                                    [.] 0x000000000001bbb2
